n;300
m;2
tmax;12048
2156;1639;0
2456;1639;1
2355;1640;1
2256;1640;1
2656;1640;1
2556;1639;1
2975;1725;1
3275;1600;1
3375;1600;1
3475;1600;1
3575;1600;1
3700;1600;1
3900;1625;1
3875;1775;1
4275;1625;1
4275;1725;1
4375;1675;1
4500;1675;1
4450;1750;1
4550;1750;1
4560;1565;1
4775;1725;1
4710;1565;1
4860;1565;1
5010;1565;1
5160;1565;1
5310;1565;1
5460;1565;1
5610;1565;1
6375;1575;1
6525;1575;1
6675;1575;1
6675;1725;1
6525;1725;1
6875;1575;1
7075;1575;1
7260;1575;1
7259;1576;1
7625;1775;1
7410;1575;1
7560;1575;1
7409;1576;1
7560;1576;1
7825;1675;1
7710;1575;1
7711;1575;1
7875;1575;1
7975;1575;1
8075;1575;1
8175;1575;1
8275;1575;1
8375;1575;1
8475;1575;1
8825;1625;1
8820;1928;1
8825;1825;1
7725;1825;1
7725;1975;1
7475;1975;1
7625;1925;1
7575;2075;1
7075;1975;1
6825;1925;1
6775;2075;1
6975;2075;1
6675;1925;1
6200;1975;1
6425;2075;1
6000;1975;1
6025;2075;1
5675;1825;1
5275;1825;1
5425;1825;1
5525;1825;1
5025;1825;1
4975;2025;1
5075;1925;1
5075;2075;1
4775;1875;1
4925;1925;1
4675;1950;1
4775;1975;1
4425;2050;1
4525;2050;1
4175;1950;1
4125;2050;1
4275;2050;1
3875;1900;1
3875;2075;1
3975;1975;1
3975;2075;1
2925;1875;1
2925;2150;1
4175;2150;1
4325;2150;1
4275;2225;1
4275;2325;1
4425;2150;1
4525;2150;1
4600;2225;1
4600;2325;1
4775;2125;1
5175;2325;1
5450;2375;1
6775;2225;1
7275;2275;1
7075;2175;1
7425;2325;1
7525;2375;1
7475;2175;1
7775;2350;1
7825;2175;1
7875;2350;1
8825;2225;1
8725;2375;1
8703;2197;1
8825;2425;1
8575;2450;1
8725;2525;1
8625;2600;1
8375;2600;1
8475;2600;1
7975;2475;1
8225;2500;1
8225;2600;1
8125;2575;1
7975;2625;1
7750;2650;1
5350;2400;1
5450;2525;1
5450;2675;1
5250;2400;1
5175;2475;1
5175;2675;1
5075;2575;1
4975;2525;1
5025;2675;1
4875;2675;1
4175;2425;1
4175;2625;1
3925;2450;1
3725;2450;1
3325;2450;1
2925;2425;1
2575;2525;1
2675;2525;1
2275;2525;1
2375;2525;1
2175;2525;1
2148;2786;1
2249;2786;1
2352;2786;1
2451;2785;1
2552;2785;1
2651;2787;1
2925;2925;1
3325;2900;1
3725;2900;1
3925;2900;1
4175;2925;1
4175;2725;1
4975;2825;1
5075;2775;1
5175;2875;1
5450;2825;1
5450;2925;1
6125;2875;1
6025;2875;1
7575;2875;1
7425;2875;1
7925;2875;1
7875;2775;1
7825;2925;1
7750;2800;1
8125;2775;1
8075;2875;1
8025;2775;1
8125;2975;1
7975;2975;1
8775;2825;1
8775;2925;1
8775;3025;1
8775;3125;1
8775;3275;1
8625;3225;1
8525;3225;1
8075;3075;1
7975;3275;1
7975;3075;1
7825;3125;1
7575;3075;1
7600;3175;1
7425;3275;1
7425;3125;1
7425;3025;1
7325;3225;1
6125;3025;1
6025;3175;1
5375;3250;1
5275;3250;1
5450;3025;1
5175;3150;1
5075;3275;1
4525;3200;1
4575;3125;1
4575;3025;1
4425;3200;1
4325;3200;1
4175;3200;1
4275;3125;1
4275;3025;1
3975;3275;1
3875;3275;1
2925;3198;1
2925;3475;1
3925;3475;1
3825;3475;1
3975;3375;1
4325;3575;1
4275;3300;1
4175;3400;1
4125;3300;1
4500;3300;1
4400;3300;1
4725;3525;1
4675;3400;1
4775;3375;1
5175;3300;1
4975;3325;1
5175;3475;1
5025;3450;1
5375;3525;1
5275;3525;1
6050;3375;1
5908;3574;1
6450;3375;1
6675;3325;1
6575;3525;1
6975;3525;1
6875;3325;1
6775;3425;1
7150;3325;1
7150;3475;1
7625;3525;1
7575;3425;1
7475;3525;1
7425;3425;1
7825;3525;1
7725;3525;1
7825;3375;1
7725;3375;1
8225;3425;1
8225;3325;1
8475;3525;1
8325;3525;1
8575;3325;1
8775;3700;1
8675;3800;1
8575;3700;1
8425;3625;1
8325;3625;1
8375;3775;1
8175;3625;1
8225;3775;1
8075;3775;1
8075;3675;1
7925;3775;1
7875;3675;1
7075;3675;1
7150;3750;1
6975;3725;1
6575;3750;1
6375;3750;1
5975;3750;1
5325;3775;1
5275;3675;1
5375;3675;1
5075;3800;1
5204;3772;1
4675;3675;1
4925;3800;1
4925;3675;1
4775;3675;1
4575;3675;1
4425;3675;1
4325;3725;1
3825;3650;1
3625;3750;1
3475;3750;1
3225;3750;1
3325;3750;1
3125;3725;1
2925;3725;1
2575;3675;1
2675;3675;1
2275;3675;1
2375;3675;1
2175;3675;1
4775;3225;1
2156;1639;0
